description,Accountant,Advocate,Agricultural,Apparel,Architects,Arts,Automobile,Aviation,BPO,Banking,Building & Construction,Business Development,Consultant,Designing,Digital Media,Education,Engineering,Finance,Food & Beverages,HR,Health & Fitness,Information Technology,Managment,Public Relations,Sales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"IJMIT is scientific, international peer-reviewed/referred online journal that is devoted to fields of Management andInformation Technology to provides rapid publication of articles frequently in its issues. IJMIT publishes original reviewpapers, as well as auxiliary material such as: Research Papers, Case Studies, Review Articles and Reports etc. IJ...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"May God bless you for showing interest in my profile. ???? A multi-technology, multi-domain, polyglot, andmulti-location professional. I keep honing my skills so that my clients benefit even more....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Experienced Director Of Technology Operations and Information Security with a demonstrated history of working in thefinancial services industry. Skilled in Budgeting, Business Relationship Management, Risk Management, CustomerRelationship Management (CRM), Information Security tools, and Green Infrastructure. Strong information te...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Technologically sophisticated IT Director with demonstrated ability to provide IT leadership and direction as well ascreative solutions to business problems. Solid history of ensuring availability and effectiveness of systems andapplications. Proven ability to manage people and projects within time and budget constraints. Skilled leader...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Currently working as Chief Executive Officer, Reserve Bank Information Technology Pvt Ltd (ReBIT).Led the Data Security Council of India, as its CEO, for about a year in 2015-16....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Results-driven IT leader with over 20 years of comprehensive experience in Information Technology, specialized inInsurance and Financial applications tailored for US and Latin American markets. Skilled in Software Development, with astrong knowledge of Hardware, Networking and Information Security, accompanied by graduate studies in In...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Experienced in Managing IT Services, Security, Infrastructure Management, Service Delivery, Operations Management,SAM Audits, Procurement of IoT & SW products, Implantation and Training, etc. Also involved in the activities toupgrade the infra towards the improvement the productivity.... see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Results-driven IT leader with over 20 years of comprehensive experience in Information Technology, specialized inInsurance and Financial applications tailored for US and Latin American markets. Skilled in Software Development, with astrong knowledge of Hardware, Networking and Information Security, accompanied by graduate studies in In...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZIT provides business consulting, technology, engineering and outsourcing services. Its end-to-end business solutionsinclude consulting and systems integration comprising consulting, enterprise solutions, systems integration andad...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Innovative global cyber security leader with a proven track record of leading diverse organizations through criticalbusiness initiatives, deadly cyberattacks, insidious insider threats, and complex compliance requirements. Tho...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Systematic, Disciplined & Dedicated person who will give importance to the Quality of Work.Strong Analytical Communicator with Good Presentation skill.A Firm Believer in Team Work with all the suitable qualities of a Good Leader.... see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"New Light Technologies  (NLT) provides enterprise information solutions that combine Information Technology (IT)ingenuity and industry intelligence to drive high-performance results for our  clients. We help commercial organizationsand government at the federal, state, and local levels achieve the highest levels of return on their investment...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C. Tech, CISSP, CIPP/C, CIPT, ITILv3Information Technology and Information Security leader with private and public sector experience.  Experienced in...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I have overall 14+ years of diversified work excellence, with around 12 years in field of Policy Formulation,PolicyAnanlysis,Government relations, Policy Advocacy, Public Affairs, Givernment sales, Consulting & Advisory, Go to marketstrategy & Business Planning, Sales & Business Development and 2 years+ stint at Non-Governmental organi...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Building on his degrees in geology - Alex’s 30 year international career has centred on optimising the collection, storage,analysis & delivery of geoscientific data & information....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Proven Success in Systems Design, Engineering, Project Management, and Team Leadership•	Accomplished systems administrator with 15 years of experience managing server infrastructures and data-...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Global business leader with expertise in leveraging technology, human capital strategy & operations•	22 years successful business experience in corporations - GE, LORD Corporation & Cisco Systems...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Digital, Ecommerce and Information Technology (IT) leader with extensive strategy and execution experience. Mypassion is delivering innovative strategies, high performamce teams and results-oriented execution in businessdevelopment and IT roles. My deep business process acumen in sales, ecommerce, order management and d...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17 years experience work experience in knowledge and information profession, in four different organisations acrossthree sectors - state government, the higher education sector and local government. For the past 11 years working at anexecutive and senior management level....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I am a Java learner and have done some projects as well.... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A unique Global Technology Leader who analyzes complex business needs and delivers key value propositions throughstrategic collaboration and communication.  Adept at managing large cross-functional / geographically dispersed teamsof resources to scope and deliver significant IT services and projects addressing highly complex enterprise ch...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ICT executive with over 18 years of experience and a strong record of delivering outstanding results. Successful inleading large multi-discipline enterprise teams in complex organisations, navigate transformation whilst drivingimprovements in customer satisfaction and support....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I am a techno-administrator and engaged in implementing R&D projects and technology development on electronicsmaterial and photonics and their components and processing technology, which are beneficial to electronics andphotonics manufacturing industries. I am also engaged in developing Recycling technologies of Electronic W...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A quick-learner and an efficient problem solver with good programming skills and a hardworking mentality.... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
good lister best speaker great understanding... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Performance driven senior executive with over 27+ years of experience. Enabling technology in Retail for the past 12years, enhancing customer experience thru Analytics and CRM, setup of multi-channel retailing and home delivery thruecommerce, automated supply chain thru ARS setup, enhancing the ERP to reduce people time, optimising IT...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Founder of Librarianship Studies & Information Technology blog. <www.librarianshipstudies.com> Salman Haider is anaward-winning Cataloging & Metadata Librarian, Blogger, and Online Social Media Expert. He is a contributor to articleson Library and Information Science in Encyclopædia Britannica and Wikipedia. Coming from a Computer Scie...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Business Development Operations Specialist with a demonstrated history of working in the computer software industryand B2B demand generation Industry. Skilled in B2B Lead Generation, IT Sales, Appointment generation, Negotiation,Contact Discovery, Market Research, and Operations Management. Strong business development professiona...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"An Edtech Start-up based at Mumbai.Online and Distance Learning Courses for preparation of NEET- UG, JEE-Main and other courses. (Run by IIM Graduates)...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Winny provides research and comprehensive information based services. It provides excellent counselling for admissionopportunities, visa guidance, immigration and documentation services. It has a team of highly educated and dedicatedprofessionals. It has a huge strategic network in India and abroad. Winny (Ahmedabad) help many people thr...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Continuing medical education (CME) grant funding, partnership development, communications, and educationalstrategy specialist with 20 years of experience in domestic and global programming. Superb relationship-building,writing, conceptual, problem-solving, and negotiation skills....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ABOUT THE NATIONAL CENTRE FOR CRAFT & DESIGNEstablished in 2003, our mission is to be a world-class centre dedicated to the celebration, support and promotion ofna...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AboutNational Training And Education...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
".VIPS(DITE INSTITUTE) is a Education Provider Consultant in Delhi and B.Ed, D.Ed,M.ED,ITI,PMKVY Admission Consultant.Our aim is to promote JBT, B.Ed and M.Ed in India because we belived that Education is a first key of our bright future.Itis said that ""learning is a life long process"".Our groups has come a long way with a motto of ""education for al...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E-portfolio:http://bit.ly/PBLalbums...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Experienced Information Technology Manager with a demonstrated history of working in the higher education industry.Skilled in Computer Repair, Technical Support, Mac, Active Directory, and Windows Server. Strong informationtechnology professional with a Bachelor's degree focused in Business Administration, Management and Oper...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brushless Direct Current (BLDC) motor control in electric vehicle (EV) applications... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
i have been an Educator all along and currently has entered the Insurance/Financial Planning  to guide people with theexposure I had/have/amhaving. i feel this my moral responsibility being an Indian.... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"We have vast experience in providing consultancy for Foreign Student Visa and Immigration Visa specially forCanada,USA,UK,Australia,Germany,Singapore and New Zealand. Winny Education has helped a large number of studentsto get admission in reputed foreign educational institute.The simplified Visa Process for Canada,USA and Ne...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I am a dynamic and motivated professional with a proven record of generating and building relationships, businessdevelopment, sales and marketing management, managing projects from concept to completion. I am a resu...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Prof. (Dr.) Suresh KumarM.D.Ay, Dip.Yoga, Ph.D. Kayachikitsa(BHU)Editor-in-Chief (Founder Editor),...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"My extensive experience with education sales is 10 years. "" The objective was simple - to satisfy the client"".My personal skills in a competitive environment, in such a manner that my presence would “make a difference” to leadthe organization, through team work towards the achievements of organizational goal. My experience fulfillin...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I am co-owner, director and Ofsted registered 'Responsible Individual' at Discovered Care and Education. Our mission isto provide the very best therapeutic residential care and education possible to children with complex needs. Byemploying an unwavering child-centred approach in all that we do, we aim to provide every child with a stabl...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Passionate leader with 21+ years of experience in automotive across B2B marketing, training, client relations andinsights; eight of which spent at dot coms in the technology sector. At TrueCar, was on the front lines of changing thecompany’s perception in the industry and in 4 years helped to significantly improve client perception with a 6...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR professionalist... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Software Engineer with a demonstrated history of working in industrial automation . Skilled in Management, Robotics,and Haptics. Strong engineering professional with a Master's degree focused in Mechanical Engineering (Robotics,Haptics and Teleoperation) from Korea University of Technology and Education.... see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dr Gairola is a forestry professional with 37 years’ experience and expertise in forest conservation and management,wildlife management, public policy, environmental law, forestry research and administration. He belongs to Indian ForestService. He has worked extensively in various forest areas of Maharashtra, at policy level with Govt. of Mahara...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"•	Recognized for blending technical experience of the testing profession with business acumen to develop, manage, andgrow assessment products•	Recognized for business development through organic sales and same contract growth...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
